"ramName","ramPrice","ramScore"
"Wilk Elektronik S.A. GR2666S464L19S/8G 8GB",NA,16558
"G Skill Intl F4-2133C15-16GFXR 16GB",NA,16558
"Kingston X3XCFP-HYA 8GB",NA,16555
"Smart Modular SMU4WEC8C2K0464FCG 16GB",NA,16553
"A-DATA Technology DDR4 2666 2OZ 4GB",NA,16550
"Apacer Technology 78.C1GS7.AUW0B 8GB",NA,16550
"Thermaltake Technology Co Ltd R009D408GX2-3000C16B 8GB",NA,16549
"Corsair CMD16GX4M4B3300C16 4GB",270.78,16547
"Apacer Technology D22.27553S.002 16GB",NA,16547
"Mushkin 99[2/7/4]181(F/R) 4GB",NA,16545
"Corsair CMY32GX3M4A2666C12 8GB",374.99,16543
"Crucial Technology CT8G4DFS8266.M8FE 8GB",NA,16541
"Kingston KTP9W1-MID 16GB",NA,16535
"Corsair CM4X8GF2400Z16K4 8GB",NA,16534
"Crucial Technology BLS16G4D26BFSE.16FD 16GB",NA,16533
"Team Group Inc. Xtreem-LV-2000 2GB",NA,16532
"G Skill Intl F4-2666C15-8GRR 8GB",360.99,16531
"Kingston KHX2666C15/32GX 32GB",NA,16530
"Apacer Technology D12.2356WS.001 8GB",NA,16530
"Crucial Technology BLS4G4D240FSC.8FBR2 4GB",NA,16529
"Crucial Technology BL32G32C16S4B.16FB 32GB",NA,16529
"G Skill Intl F4-2400C15-16GVR 16GB",NA,16528
"Corsair CMD16GX3M4A2800C12 4GB",689.99,16528
"Crucial Technology CT16G4DFRA266.C16FR 16GB",NA,16526
"Kingston 99U5701-049.A00G 16GB",NA,16526
"Corsair CMU32GX4M2A2400C14 16GB",NA,16523
"Corsair CMWX16GE2933Z19W8 16GB",NA,16522
"Kingston 9965669-017.A00G 16GB",NA,16521
"SK Hynix HMCG78AGBEA081N 16GB",NA,16519
"V-Color Technology Inc. TD416G26D819-VC 16GB",NA,16519
"Golden Empire CL14-16-16 D4-2400 16GB",NA,16519
"Micron Technology 8G2666CL19 8GB",NA,16519
"Corsair CMW64GX4M4K3600C18 16GB",649.99,16517
"Corsair CMD32GX3M4A2400C11 8GB",289.99,16517
"Crucial Technology BLS8G4D240FSC.16FBD2 8GB",NA,16515
"Asgard VMA44UI-MIC1U22T2 32GB",NA,16515
"PNY Technologies, Inc. M4S08S681QMMM52-12 8GB",NA,16510
"Crucial Technology CT8G4DFD824A.M16FB 8GB",NA,16507
"Apacer Technology GD2.111881.002 4GB",NA,16505
"PNY Technologies Inc M4S16S682QMMM52-12 16GB",NA,16504
"Transcend Information JM2666HLG-16GK 8GB",NA,16504
"Hangzhou Hikstorage Technology Co HKED4161DAA2F1SB2 16GB",NA,16504
"Crucial Technology BLS8G4D240FSE.16FBD 8GB",NA,16504
"Corsair CMR64GX4M4C3466C16 16GB",NA,16503
"Patriot Memory (PDP Systems) PSD416G26662 16GB",59.99,16502
"Kingston KF432C16BB1/16-SP 16GB",NA,16502
"Kingston 9905744-111.A00G 32GB",NA,16502
"SK Hynix HMAA4GS6CJR8N-XN 32GB",NA,16501
"Crucial Technology BLS16G4D240FSB.16FBD 16GB",NA,16501
"G Skill Intl F4-2800C16-8GVG 8GB",NA,16498
"Corsair CMK64GX4M4B3600C18 16GB",NA,16498
"A-DATA Technology AO1P24HCST2-BSCS 16GB",NA,16497
"Panram International Corporation PUD32133C108G2PSB 8GB",NA,16497
"Essencore Limited IM44GU48N28-GGGHM 4GB",NA,16496
"Crucial Technology CT8G4DFS824A.M8FA 8GB",NA,16495
"Kingston 9905789-058.A00G 32GB",NA,16493
"Essencore Limited KD4AGUA80-32N2200 16GB",NA,16492
"Patriot Memory (PDP Systems) 2400 C16 Series 16GB",NA,16492
"Kingston 9905700-120.A00G 16GB",NA,16491
"Silicon Power Computer & Communications SP008GXLYU186NSA 8GB",NA,16490
"Corsair CMSX32GX4M1A2666C18 32GB",NA,16488
"Kingston ASU21D4U5S8MB-8 8GB",NA,16488
"A-DATA Technology DDR4 2666 8GB",NA,16486
"Corsair CMK64GX4M4D3000C16 16GB",299.99,16486
"Corsair CMR64GX4M8C3000C15 8GB",969.99,16485
"A-DATA Technology AD4S3200316G22-BHYD 16GB",NA,16481
"Golden Empire CL19-19-19 D4-2666 4GB",NA,16481
"Crucial Technology BLS8G4D240FSC.16FARG 8GB",27.99,16480
"Corsair CMK4GX4M1A2400C16 4GB",26.99,16478
"Corsair CMK32GX4M2A2400C16 16GB",200.95,16478
"Kingston 9905702-204.A00G 8GB",NA,16477
"Crucial Technology CB8GU2666.C8RT 8GB",NA,16477
"Avexir Technologies Corporation DDR3-2400 CL11 8GB 8GB",NA,16476
"G Skill Intl F3-15000CL9-2GBRH 2GB",NA,16475
"Silicon Power Computer & Communications SP016GXLZU360B0A 16GB",NA,16474
"Kingston 9905625-178.A00G 16GB",NA,16472
"G Skill Intl F4-2400C17-8GIS 8GB",NA,16471
"Micron Technology AFLD416LS1C 16GB",NA,16471
"Corsair CMX4GX3M2A2000C9 2GB",NA,16471
"Corsair CMSX16GX4M2A3000C16 8GB",129.99,16468
"Crucial Technology BLS16G4D240FSC.16FBR 16GB",NA,16467
"Kingston CBD24D4U7S8MA-8 8GB",NA,16467
"Kingston KHX2400C15S4/16G 16GB",NA,16466
"Kingston 9965669-009.A00G 8GB",NA,16466
"Patriot Memory (PDP Systems) PSD416G21332 16GB",239.95,16465
"Team Group Inc. Xtreem LV-1600 2GB",NA,16463
"Corsair CMK32GX4M2A2666C16 16GB",189,16461
"Kingston 9905713-001.A00G 4GB",NA,16461
"Panram International Corporation PUD42133C158G2VS 8GB",NA,16459
"Kingston HX432S22IB/16 16GB",NA,16459
"Corsair CMU16GX4M2A2666C16 8GB",213.99,16458
"A-DATA Technology AM2P26KC4R1-BXTS 4GB",NA,16458
"SK Hynix HMAA2GS6CJR8N-XN 16GB",NA,16457
"Micron Technology 4ATF51264HZ-3G2R1 4GB",NA,16456
"G Skill Intl F3-2400C11-8GSR 8GB",NA,16456
"Kingston 9905734-020.A00G 16GB",NA,16455
"Kingston 9905744-062.A00G 32GB",NA,16454
"G Skill Intl F4-3000C14-16GVR 16GB",NA,16452
"Crucial Technology CT8G4DFS824A.M8FD 8GB",NA,16451
"Mushkin 992070 (997070) 8GB",87.99,16448
"G Skill Intl F4-3200C15-8GTZSW 8GB",NA,16447
"Crucial Technology CT16G4SFRA266.M16FR 16GB",NA,16447
"A-DATA Technology AO1P32NC8T1-BCIS 8GB",NA,16446
"Corsair CMK16GX4M2K4133C19 8GB",226.99,16446
"PNY Technologies, Inc. 8GBU1X08JGGG39-12-K 8GB",NA,16446
"PCCOOLER PSD40832E16P1 8GB",NA,16445
"Kingston MSI32D4S2S1ME-8 8GB",NA,16444
"Corsair CMD16GX4M4B3000C15 4GB",445.07,16444
"G Skill Intl F3-2800C12-4GTXDG 4GB",NA,16444
"Ramaxel Technology RMSA3330MJ78HBF-3200 16GB",NA,16440
"Corsair CMY32GX3M4C2133C11 8GB",NA,16439
"Corsair CM4X16GE2666C18S4 16GB",NA,16436
"Corsair CMR16GX4M2K4266C19 8GB",NA,16436
"Crucial Technology CT4G4DFS8266.C8FE 4GB",22.98,16435
"BRC MD401GNSE-CB4M2 8GB",NA,16435
"Team Group Inc. TEAMGROUP-UD4-2666 8GB",NA,16434
"Apacer Technology 76.D305G.D060B 16GB",NA,16433
"Mushkin 992124R (997124R) 8GB",NA,16433
"Corsair CMK32GX4M2A2800C16 16GB",289.29,16432
"Corsair CMWX16GC3000C15W4 16GB",NA,16432
"Kingston KF2666C16S4/32G 32GB",NA,16430
"Kingston 9905700-086.A00G 8GB",NA,16429
"Samsung M474A2K43BB1-CRC 16GB",159.44,16429
"Kingston 9905700-011.A00G 8GB",NA,16429
"PUSKILL PJ16TFK1GM8 16GB",NA,16429
"G Skill Intl F4-3400C16-4GRBD 4GB",NA,16428
"Ramaxel Technology RMUA5180ME78HBF-2666 16GB",NA,16428
"Crucial Technology CT8G4DFS8213.C8FH1 8GB",NA,16427
"DATARAM DTM64440 8GB",NA,16427
"Netac Technology Co Ltd EKBLACK4163216AD 8GB",NA,16426
"Panram International Corporation W4U2400PS-8G 8GB",NA,16425
"Crucial Technology CT8G4DFD8213.C16FA11 8GB",36.99,16424
"Kingston 9905702-010.A00G 8GB",NA,16424
"Crucial Technology CT8G4DFRA266.C8FN 8GB",28.99,16422
"Smart Modular SMU4RCC3C0K0464SCG 4GB",NA,16422
"SK Hynix HMAA4GU6AJR8N-VK 32GB",NA,16421
"Crucial Technology CT16G4DFRA266.C8FB 16GB",63.99,16420
"Crucial Technology BLS8G4S240FSD.16FBD2 8GB",NA,16415
"Crucial Technology CT8G4SFRA266.C4FE 8GB",36.99,16414
"Corsair CMK8GX4M2A2800C16 4GB",68.99,16413
"Carry Technology Co. Ltd. U3A8GA3-16GBHT3B00 8GB",NA,16413
"SK Hynix HMA82GU6AFR8N-TF 16GB",NA,16411
"Corsair CMK8GX4M1A2400C16 8GB",37.99,16411
"Micron Technology 4ATF51264HZ-2G6E3 4GB",NA,16410
"Samsung M378A1K43CB2-CRC 8GB",NA,16408
"Kingston ACR26D4U9S8MH-8 8GB",NA,16408
"Essencore Limited IMT451U6MFR8Y-AB1 4GB",NA,16408
"G Skill Intl F4-3200C16-8GTZKO 8GB",NA,16407
"Gold Key Technology Co Ltd GKE800UD102408-2666 8GB",NA,16405
"Wilk Elektronik S.A. W-HK26S08G 8GB",NA,16405
"Crucial Technology CT8G4DFS824A.C8FAD1 8GB",36.99,16404
"Kingston 9905701-032.A00G 16GB",NA,16403
"Apacer Technology GD2.1527WC.001 8GB",NA,16402
"Corsair CMW64GX4M4C3000C15 16GB",349.99,16402
"PNY Technologies, Inc. M4S32S682LJJJ43-12 32GB",NA,16400
"Micron Technology 8ATF1G64AZ-2G6E1 8GB",NA,16398
"Kingston KHX2400C14D4/16G 16GB",NA,16398
"OM Nanotech Pvt.Ltd V1D4LF16GB1G81G82666 16GB",NA,16397
"Golden Empire CL18-20-20 D4-3000 8GB",NA,16397
"Hewlett-Packard 7EH61AA# 8GB",NA,16395
"Corsair CMU64GX4M4C3000C15 16GB",951.5,16395
"G Skill Intl F4-2400C15-8GVB 8GB",NA,16395
"V-Color Technology Inc. TL8G42819D-E6PRWWK 8GB",NA,16394
"Kingston 99U5713-002.A00G 4GB",NA,16393
"Crucial Technology CT4G4DFS824A.C8FBD2 4GB",NA,16390
"Mushkin 99[2/7/4]164(S/Y) 4GB",NA,16388
"Kingston KHX2666C15S4/16G 16GB",NA,16387
"Apacer Technology 78.B1GS6.AUC0B 4GB",NA,16387
"Kingston 9905700-080.A00G 16GB",NA,16387
"Essencore Limited KD4AGUA8A-26N1900 16GB",NA,16386
"Ramaxel Technology RMSA3340MF88HBF-3200 16GB",NA,16386
"Kingston 9905792-015.A00G 8GB",NA,16385
"G Skill Intl F4-2400C15-16GFT 16GB",NA,16385
"G Skill Intl F4-2400C15-8GVR 8GB",NA,16385
"Essencore Limited IM48GU48N28-GGGHM 8GB",NA,16384
"Colorful Technology Ltd BAPC08G3200D4T8 8GB",NA,16384
"G Skill Intl F4-3000C16-16GVRB 16GB",NA,16383
"Crucial Technology CT4G4DFS8213.8FA11 4GB",14.99,16383
"Kingston ACR26D4U9S8ME-8 8GB",NA,16382
"Kingston KHX2400C14S4/8G 8GB",NA,16382
"Golden Empire CL17-17-17 D4-2400 16GB",NA,16382
"Hoodisk Electronics Co Ltd GKE160SO102408-2400 16GB",NA,16380
"Patriot Memory (PDP Systems) 2666 C16 Series 8GB",NA,16379
"G Skill Intl F4-2800C14-16GVK 16GB",NA,16379
"Samsung M378A1K43BB1-CPB 8GB",42,16379
"InnoDisk Corporation M4SI-8GS1NC0K-C 8GB",NA,16377
"PNY Technologies, Inc. 16GF1X16QFHH36-135-K 16GB",NA,16377
"Avexir Technologies Corporation DDR3-2133 CL11 8GB 8GB",NA,16377
"Gloway International Co. Ltd. WAR4U2666D19161C-S 16GB",NA,16375
"Kingston CBD26D4U9S8MH-8 8GB",NA,16371
"G Skill Intl F4-2400C16-8GFX 8GB",NA,16370
"ASint Technology ASSD4320008G6b223 8GB",NA,16369
"Team Group Inc. DDR4 2800 8GB",NA,16368
"Essencore Limited IM38GU48C16-999HM 8GB",NA,16368
"Crucial Technology CB8GU2400.C8ET 8GB",NA,16365
"Samsung M378A1K43CB2-CTD 8GB",36.94,16364
"Crucial Technology CT8G4DFS8266.C8FD1 8GB",203.36,16361
"Kingston HP32D4U8S8HC-8X 8GB",NA,16361
"Shenzhen Larix Technology Co Ltd BORY 16GB",NA,16361
"A-DATA Technology AX4U32008G16A-SW10 8GB",NA,16358
"Crucial Technology CT8G4DFD8213.C16FBD1 8GB",NA,16356
"Corsair CMSX8GX4M1A2666C18 8GB",NA,16354
"Apacer Technology 76.C102G.D170B 8GB",NA,16351
"Essencore Limited IMT451U6MFR8C-P90 4GB",NA,16351
"Carry Technology Co. Ltd. U3A4G83-16G9LN2B00 4GB",NA,16348
"Corsair CM4X8GF2400C16S4 8GB",NA,16345
"Mushkin 994127S 4GB",NA,16345
"Kingston 9905624-046.A00G 8GB",NA,16344
"Gold Key Technology Co Ltd NMUD480E82-2666E 8GB",NA,16344
"Patriot Memory (PDP Systems) 2133C9 Series 4GB",242.11,16343
"G Skill Intl F4-2666C15-4GVK 4GB",NA,16339
"Crucial Technology BLT16G4D30AETA.K16FB 16GB",277.72,16339
"Kingston RB32D4S2S1ME-8 8GB",NA,16338
"Crucial Technology CT8G4DFD824A.C16FF 8GB",NA,16334
"Kingston 9905783-157.A00G 16GB",NA,16332
"SK Hynix HMAA4GS6AJR8N-XN 32GB",NA,16332
"Kingston KF2666C15S4/8G 8GB",NA,16331
"A-DATA Technology AO1P32NC8W1-BDZS 8GB",NA,16331
"Crucial Technology BL16G32C16U4R.M8FB1 16GB",NA,16330
"Crucial Technology CT8G4SFS8266.C8FD1 8GB",60.32,16330
"Panram International Corporation PUD32400C118G2LSK 8GB",NA,16330
"Asgard VMA42UG-MEC1U2AW1 8GB",NA,16329
"G Skill Intl F4-3200C16-4GRKD 4GB",NA,16328
"Silicon Power Computer & Communications SP008GBLFU266B02 8GB",34,16326
"Wilk Elektronik S.A. GY2400D464L15S/4G 4GB",NA,16326
"A-DATA Technology AO1E34RCSV1-BF1S 16GB",NA,16323
"Shenzhen Xinshida Technology Co Ltd X-STAR 16GB 2666MHz 16GB",NA,16323
"Corsair CMSX16GX4M2A3000C18 8GB",NA,16322
"Crucial Technology CT16G4DFD8266.C16FN 16GB",NA,16320
"Gloway International Co Ltd VGM4UH36C18AG-DTACWN 16GB",NA,16319
"Kingston 9965808-021.A00G 32GB",NA,16318
"Wilk Elektronik S.A. GR2666S464L19/32G 32GB",NA,16318
"A-DATA Technology AO1P32NCSV1-BDBS 16GB",NA,16318
"Kingmax Semiconductor GLAG42F-18---------- 8GB",NA,16317
"Apacer Technology 78.C1GMM.AUF0B 8GB",NA,16315
"Samsung M471A4G43AB1-CWE 32GB",NA,16315
"Micron Technology 18ADF2G72AZ-2G3B1 16GB",NA,16314
"Corsair CMW64GX4M8X4000C19 8GB",NA,16312
"Wilk Elektronik S.A. IRX2666D464L16S/8G 8GB",NA,16311
"Samsung M378A2K43BB1-CRC 16GB",115,16311
"Kingston 9905744-005.A00G 16GB",NA,16310
"Mushkin 992007 (997007) 4GB",49.99,16309
"Patriot Memory (PDP Systems) PSD44G266682 4GB",NA,16308
"Corsair CM4X4GF2133C15S2 4GB",NA,16307
"PNY Electronics 4GBH2X02HBBB30-165 4GB",NA,16307
"Kingston HP37D4U1S8HD-8X 8GB",NA,16306
"Crucial Technology BLS8G4D26BFSE.16FB 8GB",28.68,16304
"Kingston 9905702-137.A00G 8GB",NA,16304
"Avexir Technologies Corporation DDR4-3000 CL17 8GB 8GB",NA,16302
"Panram International Corporation W4N2666PS-16G 16GB",NA,16301
"Corsair CMK16GX4M2A2400C14 8GB",115,16300
"Kingston KMKYF9-HYA 8GB",NA,16300
"G Skill Intl F4-3600C19-8GRKB 8GB",NA,16300
"Micron Technology 4ATF51264AZ-3G2E1 4GB",NA,16300
"Kingston 9905713-017.A00G 4GB",NA,16299
"Samsung M471A1G44BB0-CWE 8GB",NA,16298
"Kingston 9905700-017.A00G 8GB",NA,16298
"Micron Technology 16ATF2G64HZ-2G3B2 16GB",NA,16298
"Corsair CMK16GX4M1Z3200C16 16GB",NA,16297
"Avexir Technologies Corporation DDR3-2000 CL9 8GB 8GB",NA,16297
"SanMax Technologies Inc. SMD-8G28C2G-16K 8GB",NA,16297
"Kingston KKRVFX-MIB 8GB",NA,16296
"Avant Technology W6451U66J9266ND 4GB",NA,16296
"Mushkin MRA4S320NNNF32G 32GB",NA,16296
"Corsair CM4X8GE2666C16K4 8GB",NA,16295
"Silicon Power Computer & Communications SP008GBLFU213B02 8GB",NA,16293
"Kingston ACR26D4U9D8MH-16 16GB",NA,16292
"Wiliot 08G-D3-2400-MR 4GB",NA,16289
"Ramaxel Technology RMUA5120MB86H9F2400 4GB",NA,16288
"SanMax Technologies Inc. SMD4-U8G48MA-24R 8GB",NA,16288
"Samsung M378A2K43CB1-CRC 16GB",NA,16287
"Crucial Technology BLS8G4D240FSB.16FARG 8GB",NA,16284
"Golden Empire CL9-9-9 2GB",NA,16284
"Micron Technology 8ATF1G64AZ-2G3B1 8GB",NA,16280
"Kingston 9905701-003.A00G 16GB",NA,16279
"G Skill Intl F4-2133C15-16GIS 16GB",NA,16279
"G Skill Intl F3-2400C11-4GSR 4GB",NA,16278
"V-Color Technology Inc. TD48G26S819-VC 8GB",NA,16277
"Colorful Technology Ltd CD16G3200D4NZ22 16GB",NA,16277
"Crucial Technology CT8G4SFRA32A.M4FE 8GB",NA,16275
"G Skill Intl F4-3000C16-8GVSB 8GB",NA,16275
"Avant Technology W641GU48J5213ND 8GB",NA,16274
"Hynix Semiconductor (Hyundai Electronics) HMT41GS6BFR8A-RD 8GB",NA,16274
"Apacer Technology 78.CAGMT.40C0B 8GB",NA,16272
"Patriot Memory (PDP Systems) 2400 C15 Series 4GB",NA,16271
"Samsung 8G2666CL19 8GB",NA,16271
"Crucial Technology CT4G4DFS6266.C4FJ 4GB",14.99,16270
"Corsair CMSX32GX4M1A3200C22 32GB",NA,16269
"Kingston 99U5701-077.A00G 16GB",NA,16269
"Micron Technology 16ATF2G64AZ-2G3B1 16GB",NA,16269
"Samsung M379B5273DH0-YK0 4GB",NA,16269
"Kingston 9905743-044.A00G 16GB",NA,16264
"Kingston KF2666C15S4/16G 16GB",NA,16264
"Crucial Technology BLS4G4D240FSB.8FAR 4GB",NA,16263
"G Skill Intl F4-2400C17-4GIS 4GB",NA,16259
"Gold Key Technology Co Ltd GKE160SO102408-2400 16GB",NA,16258
"Patriot Memory (PDP Systems) PSD44G213382 4GB",NA,16257
"Wilk Elektronik S.A. GX2630D464S/8GSBS3 8GB",NA,16257
"G Skill Intl F4-3000C16-8GTZN 8GB",NA,16257
"Kingston ACR32D4U2S8ME-16 16GB",NA,16256
"Shenzhen Longsys Electronics Co Ltd FD4AS3200C8GYE 8GB",NA,16255
"Mushkin MR[ABC]4U280HHHH16G 16GB",NA,16254
"AMD R748G2133U2S 8GB",NA,16254
"Crucial Technology BLS8G4D26BFSCK.8FBD 8GB",NA,16253
"A-DATA Technology AX4U360016G18I-SBKD3 16GB",NA,16252
"Kingston 9965745-002.A00G 16GB",NA,16251
"Apacer Technology 78.CAGH1.AFK0C 8GB",NA,16244
"Corsair CMSX64GX4M2A2400C16 32GB",NA,16243
"Corsair CM4X16GE2400C16S4 16GB",NA,16243
"Kingston 9905712-044.A00G 16GB",NA,16243
"Ramaxel Technology RMUA5190MJ86H9F-3200 4GB",NA,16241
"Txrui  8GB",NA,16241
"Teikon TMA851S6CJR6N-VKSC 4GB",NA,16240
"Crucial Technology CT8G4SFD824A.C16FE 8GB",NA,16239
"Crucial Technology CT8G4SFS824A.M8FB 8GB",NA,16239
"PNY Electronics 8GBH2X04F91927-15 8GB",NA,16239
"Avant Technology W641GU42J5213NC 8GB",NA,16238
"G Skill Intl F4-2400C16-16GFT 16GB",NA,16233
"A-DATA Technology AO1P32NC8W1-BD2SHC 8GB",NA,16232
"Kingston 9905624-014.A00G 4GB",NA,16232
"Mushkin 992056 (997056) 4GB",NA,16231
"G Skill Intl F4-3000C15-4GRK 4GB",NA,16230
"Corsair CMK32GX4M1D3000C16 32GB",NA,16230
"Vasekey VSKD41APC32MHZ8G 8GB",NA,16226
"Corsair CMK8GX4M2A2400C14 4GB",65.95,16225
"Smart Modular SF4642G8CK8IEHLSBG 16GB",NA,16225
"Crucial Technology CT8G4DFS824A.C8FR 8GB",NA,16224
"Essencore Limited IM4AGS88N24-FFFHA0 16GB",NA,16223
"Corsair CMD32GX4M4C3000C15 8GB",699.99,16222
"Wilk Elektronik S.A. IRH2666D464L19/16G 16GB",NA,16221
"Micron Technology 4ATF51264AZ-2G6E1 4GB",NA,16221
"ISD Technology Limited IMT41GU6MFR8Y-AB1 8GB",NA,16220
"Kingston HP26D4U9S8MD-8 8GB",NA,16217
"Ramaxel Technology RMUA5180MH78HBF-2666 16GB",NA,16216
"Silicon Power Computer & Communications SP008GXLYU24ANSA 8GB",NA,16216
"Silicon Power Computer & Communications SP016GBSFU266F02 16GB",NA,16213
"G Skill Intl F4-2800C15-8GTXG 8GB",NA,16211
"Avant Technology J642GU42J9266NF 16GB",NA,16210
"SK Hynix HMA82GU6JJR8N-VK 16GB",NA,16210
"G Skill Intl F4-2133C15-4GVK 4GB",NA,16209
"Patriot Memory (PDP Systems) PSD48G240081 8GB",35.99,16208
"G Skill Intl F4-2666C19-16GVR 16GB",NA,16207
"Kingston 9905744-073.A00G 16GB",NA,16207
"Essencore Limited IM48GU88N26-GIIHA0 8GB",NA,16203
"Mushkin 994074 8GB",179.89,16203
"Hoodisk Electronics Co Ltd GKE800SO51216-2400 8GB",NA,16202
"Mushkin MRA4S266GHHF16G 16GB",NA,16202
"Kingston 9965754-012.C00G 32GB",NA,16199
"Kingston 9905599-029.A00G 4GB",NA,16199
"Corsair CMK16GX4M2A2666C18 8GB",NA,16198
"SK Hynix HMA851S6DJR6N-XN 4GB",NA,16198
"Crucial Technology CT32G4SFD832A.M16FF 32GB",NA,16192
"Crucial Technology BLS8G4S26BFSDK.8FBD 8GB",NA,16190
"Kingston 99U5702-088.A00G 8GB",NA,16189
"Crucial Technology BLS4G4D240FSA.8FARG 4GB",NA,16188
"Kingston KY7N41-MIE 8GB",NA,16187
"G Skill Intl F4-4133C19-4GTZ 4GB",NA,16187
"Corsair CMZ16GX3M4A2400C10 4GB",134.99,16187
"Crucial Technology CT8G4SFS8266.C8FN 8GB",NA,16186
"Transcend Information JM3200HSE-16G 16GB",NA,16185
"Crucial Technology BLS4G4D26BFSC.8FBR2 4GB",NA,16184
"G Skill Intl F4-2400C17-8GSXF 8GB",NA,16184
"Corsair CMK32GX4M4C3000C15 8GB",169.99,16182
"Crucial Technology BL8G24C16U4B.8FB 8GB",NA,16182
"Kingston ACR26D4U9S8HJ-8 8GB",NA,16182
"Team Group Inc. TEAMGROUP-UD4-2400 8GB",NA,16181
"Samsung M378A5244BB0-CRC 4GB",NA,16181
"Kingston 99U5723-002.A00G 8GB",NA,16181
"Corsair CMY16GX3M2A2666C12 8GB",194.99,16180
"Crucial Technology CT16G4DFD8266.M16FJ 16GB",NA,16179
"Kingston 9905734-061.A00G 32GB",NA,16179
"ATP Electronics Inc. X4C16QE8BNTDSO-7-TO1 16GB",NA,16178
"G Skill Intl F3-2400C11-4GAB 4GB",NA,16178
"Kingston XRGM6C-MIE 16GB",NA,16177
"Mushkin MR[A/B]4U320LLLM8G 8GB",NA,16175
"Golden Empire CL11-13-13 D3-2400 4GB",NA,16175
"Avant Technology W641GU67J5213N8 8GB",NA,16174
"PNY Technologies, Inc. 16GU1X16LIII43-12-K 16GB",NA,16172
"Corsair CMK16GX4M2Z2666C16 8GB",65,16172
"Essencore Limited IM4AGU88N26-GIIHMB 16GB",NA,16169
"Micron Technology 4ATF51264HZ-3G2J1 4GB",NA,16166
"Crucial Technology CT8G4SFS824A.M8FJ 8GB",NA,16165
"G Skill Intl F4-2666C15-8GVK 8GB",NA,16164
"A-DATA Technology DDR4 2400 2OZ 8GB",NA,16164
"G Skill Intl F4-2666C18-8GRS 8GB",NA,16162
"Kingston HP24D4U7S8MH-8 8GB",NA,16161
"Hynix Semiconductor (Hyundai Electronics) HMA82GS6JJR8N-VK 16GB",NA,16161
"Crucial Technology BL16G26C16S4B.16FD 16GB",NA,16161
"SK Hynix HMA851S6CJR6N-XN 4GB",NA,16160
"Panram International Corporation D4N2666PS-8G 8GB",NA,16160
"MemxPro Inc. D4S-8G24H1G8C1 8GB",NA,16160
"G Skill Intl F4-2666C18-32GRS 32GB",NA,16159
"Corsair CM4X16GE2400Z16K4 16GB",NA,16159
"Hynix Semiconductor (Hyundai Electronics) HMT41GU7",NA,16159
"Kingston KHX2800C14D4/4GX 4GB",NA,16158
"SK Hynix HMA81GU6MFR8N-UH 8GB",NA,16157
"Kingston KHX2666C15S4/8G 8GB",NA,16157
"Kingston KHX2133C14/16G 16GB",NA,16157
"Crucial Technology CT8G4SFD824AC16FBD1 8GB",NA,16157
"Crucial Technology CT8G4DFD824A.C16FBD2 8GB",NA,16156
"G Skill Intl F4-3200C15-4GRKD 4GB",NA,16155
"Kingston 9905795-002.A00G 8GB",NA,16154
"Smart Modular SF4641G8CK8I8GKSBG 8GB",NA,16153
"Essencore Limited IM48GS88N26-JJJHA0 8GB",NA,16152
"Crucial Technology CT8G4DFD8213.M16FA 8GB",NA,16151
"Corsair CMD32GX4M2B3466C16 16GB",699.99,16151
"Crucial Technology BLS8G4D240FSE.16FBR2 8GB",NA,16150
"Kingston 9905403-111.A00LF 2GB",NA,16150
"Wilk Elektronik S.A. GR2400S464L17/16G 16GB",NA,16147
"G Skill Intl F4-2133C15-8GFX 8GB",NA,16147
"Avant Technology W642GU42J5213N 16GB",NA,16146
"Patriot Memory (PDP Systems) PSD416G24002 16GB",179.99,16145
"PCCOOLER PSD40830E16P1 8GB",NA,16144
"Ramaxel Technology RMSA3260NA78HAF-2666 8GB",NA,16142
"Patriot Memory (PDP Systems) PSD48G266681 8GB",34.99,16142
"Kingston KGTWW1-MIE 4GB",NA,16140
"Golden Empire CL11-13-13 D3-2666 4GB",NA,16139
"OM Nanotech Pvt.Ltd V1D4SF32GB2G82G83200 32GB",NA,16137
"Kingston 99U5700-014.A00G 8GB",NA,16135
"Crucial Technology CT8G4DFD8213.C16FAR2 8GB",NA,16135
"Corsair CMV8GX4M1A2400C16 8GB",31.95,16133
"Crucial Technology BLS4G4D240FSB.M8FBD 4GB",NA,16131
"Kingston CBD26D4U9S8ME-8 8GB",NA,16130
"Kingston CBD24D4S7S8MB-4 4GB",NA,16130
"Samsung M378A1G43EB1-CPB 8GB",NA,16130
"Kingston 9905702-082.A00G 8GB",NA,16129
"Crucial Technology CT8G4DFD824A.C16FADP 8GB",18.46,16129
"Crucial Technology BLS8G4D240FSE.16FBD2 8GB",NA,16129
"AMD AV34G1601U2 4GB",NA,16129
"A-DATA Technology AO1E34RCTV2-BZWS 32GB",NA,16127
"Mushkin 99[1/6/3]996(F) 4GB",NA,16127
"Micron Technology 16ATF2G64HZ-3G2E1 16GB",NA,16125
"Kingston XJ69DF-MIE 8GB",NA,16125
"Avexir Technologies Corporation DDR3-2933 CL12 4GB 4GB",NA,16123
"Crucial Technology BLS8G4D240FSBK.8FBD 8GB",NA,16122
"Corsair CMD8GX3M2A2666C11 4GB",169.99,16122
"Kingston 99U5702-020.A00G 8GB",NA,16121
"Crucial Technology CT8G4DFS8266.M8FD 8GB",NA,16121
